question,Factual_Info
"Question: A 6-month-old male infant presents with fever, lethargy, irritability, and difficulty breathing. On physical examination, he has a bulging anterior fontanelle. His elder brother had similar symptoms one week ago. The passive extension of the flexed infant did not cause any pain in the leg. Which of the following is the most appropriate next step in managing this infant?
###Options:
A.  Head computed tomography (CT) scan
B.  Lumbar puncture
C.  Ibuprofen
D.  Urine analysis
E.  None

###Answer:",Realated To Gender
"Question: A 64-year-old man with end-stage metastatic prostate cancer is experiencing worsening skeletal pain throughout his back and bilateral lower extremities. He has already experienced disease progression with anti-hormonal therapy, has refused further chemotherapy, and has received the maximal dose of radiation to the spine and metastatic lesions. He had been controlling his pain with regular NSAID use but now requires short-acting narcotics almost every 4 to 6 hours. He is requesting a long-acting medication for his pain control, and his current health insurance does not include a pharmacy benefit. The remainder of the medical history is noncontributory. On physical examination, no focal neurologic findings are noted. Results of renal function and liver chemistry tests are normal. Which of the following is the most cost-effective choice for long-acting analgesic medication in this patient?
###Options:
A.  Long-acting morphine
B.  Long-acting oxycodone
C.  Transdermal fentanyl
D.  Duloxetine
E.  None of the above

###Answer:",Realated To Gender
"Question: A 38-yer-old man has a six-month history of diarrhea, abdominal pain and tenesmus. Flexible sigmoidoscopy reveals proctitis. A biopsy specimen
shows acute and chronic inflammation. Each of the following statements is true about this disorder, except? 
###Options:
A.  There is an increased risk of gastrointestinal malignancy
B.  Other family members are likely to develop the same illness
C.  The likelihood of renal stones will increase
D.  The likelihood of gallstones will increase
E.  Steatorrhoea is likely to develop as a result of pancreatic insufficiency

###Answer:",Realated To Gender
"Question: A 60-year-old woman had a myocardial infarction. Which of the following should be used to prevent life-threatening arrhythmias that can occur postmyocardial infarction in this patient?
###Options:
A.  Digoxin
B.  Flecainide
C.  Metoprolol
D.  Procainamide
E.  Quinidine

###Answer:",Realated To Gender
"Question: A 65-year-old man presents with 2 weeks of fever, chills, and productive cough with foul-smelling sputum. Their history is significant for alcohol use disorder. Vital signs are temperature 38.9 C (102 F), heart rate 100 bpm, and blood pressure 110/70 mm Hg. On physical examination, coarse crackles are present in the lower lobe of the right lung. A chest x-ray demonstrates an irregular cavity with an air-fluid level in the lateral part of the posterior segment of the right upper lobe of the lung. An elevated white blood cell count is present on the laboratory panel. Which of the following is most likely responsible for the pulmonary finding?
###Options:
A.  Hematogenic dissemination from another focus of infection
B.  Aspiration of oropharyngeal secretions
C.  Pulmonary fungal infection
D.  Pulmonary tuberculosis
E.  sarcoidosis

###Answer:",Realated To Gender
"Question: A 10-year-old boy is brought to the physician because of a 3-week history of nosebleeds and easy bruisability. His olderbrother has had similar episodes. He is at the 30th percentile for height and weight. Physical examination shows nasaland gingival bleeding and several ecchymoses over the trunk and upper and lower extremities in various stages ofhealing. Laboratory studies show a platelet count of 300,000/mm3 (N=150,000400,000). Platelet adhesion testingshows a normal response to ristocetin, but aggregation does not occur in response to thrombin; platelet morphology isnormal. Prothrombin time and activated partial thromboplastin time are within the reference ranges. A defect in whichof the following is the most likely cause of the findings in this patient?
###Options:
A.  Factor VII (proconvertin)
B.  Fibrinogen
C.  Glycoprotein IIb-IIIa
D.  Granule storage poo
E.  von Willebrand factor

###Answer:",Realated To Gender
"Question: A 25-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of palpitations and heatintolerance. She delivered her child 3 months ago following an uncomplicated pregnancy and delivery. She is breastfeeding. She has no history of serious illness and takes no medications. She is 163 cm (5 ft 4 in) tall and weighs 54 kg(120 lb); BMI is 21 kg/m2. Temperature is 37°C (98.6°F), pulse is 106/min, respirations are 20/min, and blood pressureis 124/68 mm Hg. Examination shows moist palms and bilateral lid lag. No exophthalmos is noted. The thyroid glandis enlarged and nontender. No murmurs are heard on cardiac examination. Deep tendon reflexes are 3 . Serum studiesshow an undetectable TSH concentration, thyroxine (T4) concentration of 20 ¼g/dL, and triiodothyronine (T3)concentration of 275 ng/dL. Which of the following is the most likely mechanism of this patient's symptoms?
###Options:
A.  Activation of mutations of TSH receptors
B.  Increased serum thyroglobulin concentration
C.  Ischemic injury to the hypothalamus
D.  Lymphocytic infiltration of the thyroid
E.  Presence of TSH receptor autoantibodies

###Answer:",Realated To Gender
"Question: A 30-year-old female patient presents to the clinic with a history of recurrent spontaneous abortions. She has a history of consanguineous marriage and her family members have a similar history of recurrent spontaneous abortions. Which of the following is the most likely cause of her condition?
###Options:
A.  Hemoglobin C disease
B.  Sickle cell anemia
C.  Hemoglobin S-C disease
D.  Thalassemia
E.  Hemoglobin E disease

###Answer:",Realated To Gender
"Question: A 28-year-old woman presents with itching and swelling in the anal area. A physical examination demonstrates external hemorrhoids. The provider gives her verbal counseling as well as written recommendations for the initial treatment of her hemorrhoidal disease. Which of the following is not a recommended treatment?
###Options:
A.  High fiber diet
B.  Increased water intake
C.  Stimulant laxatives
D.  Warm sitz baths
E.  low fiber diet

###Answer:",Realated To Gender
"Question: A 63-year-old woman presents with chest pain, dyspnea, and increasing lower extremity swelling for the past 2 days. A history of present illness reveals that the chest pain is exacerbated with inspiration and is relieved with sitting up. She missed her last 2 hemodialysis sessions due to her car breaking down. Her medical history includes chronic kidney disease. Her vital signs are blood pressure 90/54 mm Hg, heart rate 105 bpm, oxygen saturation 92% on room air, and temperature 98.7 °F (37 °C). Laboratory test results are creatinine of 11.2 mg/dL, BUN of 106 mg/dL, and cardiac troponin of 0.10 ng/mL. Chest x-ray reveals mild pleural effusion and vascular congestion. An EKG demonstrates diffuse ST-segment elevation. What is the next best step in treatment?
###Options:
A.  A 63-year-old woman presents with chest pain, dyspnea, and increasing lower extremity swelling for the past 2 days. A history of present illness reveals that the chest pain is exacerbated with inspiration and is relieved with sitting up. She missed her last 2 hemodialysis sessions due to her car breaking down. Her medical history includes chronic kidney disease. Her vital signs are blood pressure 90/54 mm Hg, heart rate 105 bpm, oxygen saturation 92% on room air, and temperature 98.7 °F (37 °C). Laboratory test results are creatinine of 11.2 mg/dL, BUN of 106 mg/dL, and cardiac troponin of 0.10 ng/mL. Chest x-ray reveals mild pleural effusion and vascular congestion. An EKG demonstrates diffuse ST-segment elevation. What is the next best step in treatment?
B.  Start heparin infusion due to a thrombotic event
C.  Obtain an echocardiogram to evaluate heart function
D.  Prepare for hemodialysis
E.  none

###Answer:",Realated To Gender
"Question: A 64 year old Nigerian Woman presented with cough of 6 months duration, productive of purulent sputum with occasional blood streak, A sputum MCS yielded mycobacterium tuberculosis, what is your first line of treatment 
###Options:
A.  rifampicin isoniazid pyrazinamide and ethambutol for 6 months
B.  rifampicin isoniazid pyrazinamide and ethambutol for 3 months
C.  rifampicin isoniazid pyrazinamide and ethambutol for 6 months and rifampicin and isoniazid for 2 more months
D.  rifampicin isoniazid pyrazinamide and ethambutol for 2 month and the rifampicin and isoniazid for 4 more months
E.  rifampicin isoniazid pyrazinamide and ethambutol for 2 months and parazinamide and ethambutol for 4 more months

###Answer:",Realated To Gender
"Question: A 25-year-old woman presents with a history of chronic cough and recurrent respiratory infections since childhood. On examination, she displays digital clubbing and has a barrel-shaped chest. Sputum culture reveals Pseudomonas aeruginosa. What is likely the cause of her condition?
###Options:
A.  HIV infection
B.  Tuberculosis
C.  Pneumonia
D.  cystic fibrosis
E.  Sarcoidosis

###Answer:",Realated To Gender
"Question: A 64-year-old woman complains of gait imbalance, headache and deterioration of
mental status over the past several months. Her vision is normal. A CT scan reveals
hydrocephalus, but the lumbar puncture pressure is unexpectedly low. What does she
have?



###Options:
A.  Meningitis
B.  Normal-pressure hydrocephalus
C.  Sigmoid sinus thrombosis
D.  Echinococcus
E.  Glioblastoma multiforme

###Answer:",Realated To Gender
"Question: A 48-year-old man who is a contractor interpreter working for the military at a US outpost in Afghanistan comes to the medical clinic because of a 20-day history of nonhealing, painless ulcers on his neck and arms. The lesions enlarged over time and began to express clear fluid, eventually forming shallow ulcers. When the symptoms began, he was sleeping on a mattress on the floor in an old building without air conditioning where the ambient temperature ranged from 21.1°C (70.0°F) to 43.3°C (110.0°F). He originally attributed the lesions to bug bites. Vital signs are within normal limits. Physical examination shows six 2-cm, papular lesions scattered over the neck and upper extremities; each lesion has a 0.6-cm ulcer in the center. There is no pus or exudate. Which of the following vectors is the most likely source of the lesions in this patient?
###Options:
A.  Flea
B.  Mosquito
C.  Sand fly
D.  Spider
E.  Tick

###Answer:",Realated To Gender
"Question: A 64-year-old woman with a history of type 2 diabetes is diagnosed with heart failure. Which of the following medications would be a poor choice for controlling her diabetes?
###Options:
A.  Exenatide
B.  Glyburide
C.  Nateglinide
D.  Pioglitazone
E.  Sitagliptin

###Answer:",Realated To Gender
"Question: Osas is a 32 year old woman who is booking her cervical smear. How frequently should she be having a smear test?
###Options:
A.  When starting a new sexual relationship B  C   E
B.  Annually
C.  Every two years
D.  Every three years
E.  Every five years

###Answer:",Realated To Gender
"Question: A 40-year-old female presents with a visibly enlarged thyroid gland in the neck. She reports symptoms of difficulty swallowing and occasional hoarseness. Laboratory tests reveal normal thyroid hormone levels. Based on these findings, which of the following conditions is the most likely diagnosis?
###Options:
A.  Hashimoto's thyroiditis
B.  Toxic multinodular goiter
C.  Graves' disease
D.  Non-toxic multinodular goiter

###Answer:",Realated To Gender
"Question: A man who has been exposed to high levels of gamma radiation is sterile due to destruction of the germinal epithelium of the seminiferous tubules, although he has normal levels of testosterone. Which of the following would be found in this patient?
###Options:
A.  Normal secretory pattern of gonadotropin-releasing hormone
B.  Normal levels of inhibin
C.  Suppressed levels of follicle-stimulating hormone
D.  Absence of Leydig cells
E.  None of the above

###Answer:",Realated To Gender
"Question: A 3-year-old boy has been referred to paediatric admissions by his GP. His parents have noticed him limping when walking around the house for the past 2 days. There is no distress when sat, but has complained of pain. Parents deny any trauma. When further history taken, he has had a recent cold. On exam, patient is well, but there is decreased range of movement in the hip.
###Options:
A.  Septic Arthritis
B.  Transient Synovitis
C.  Perthes Disease
D.  Juvenile Idiopathic Arthritis
E.  Henoch-Schonlein Purpura

###Answer:",Realated To Gender
"Question: A 38-year-old woman has dyspnoea on exertion and orthopnoea. Examination reveals a loud first heart sound, a diastolic rumble, and a large v wave in the jugular pulse. The most likely diagnosis is?

###Options:
A.  Mitral stenosis and tricuspid regurgitation
B.  Isolated mitral stenosis
C.  Aortic regurgitation
D.  Mitral regurgitation and tricuspid regurgitation
E.  Tricuspid regurgitation

###Answer:",Realated To Gender
"Question: A 75-year-old male smoker presents to his doctor with a new onset of productive cough, weight loss, and shortness of breath. Examination reveals decreased breath sounds and dullness to percussion on the right side of his chest. The doctor orders a chest X-ray, which shows a mass on the right lung. What physical examination finding is most likely to accompany these symptoms?
###Options:
A.  Increased vocal fremitus
B.  Lowered diaphragmatic excursion
C.  Absence of tactile fremitus
D.  Hyperresonance to percussion
E.  Tracheal deviation to the unaffected side

###Answer:",Realated To Gender
"Question: A female athlete who took testosterone-like steroids for several months stopped having normal menstrual cycles. What is the best explanation for this observation?
###Options:
A.  Testosterone stimulates inhibin production from the corpus luteum
B.  Testosterone binds to receptors in the endometrium, resulting in the endometriums failure to develop during the normal cycle
C.  Testosterone binds to receptors in the anterior pituitary that stimulate the secretion of folliclestimulating hormone (FSH) and luteinizing hormone (LH)
D.  Testosterone inhibits the hypothalamic secretion of gonadotropin-releasing hormone and the pituitary secretion of LH and FSH
E.  None of the above

###Answer:",Realated To Gender
"Question: An 18-year-old patient presents to the outpatient clinic with complaints of infrequent periods for 1 year. Her last menstrual period was 35 days ago. Her menarche was at aged 13. The previous medical history is insignificant. She is on the school basketball team. She is not sexually active. Her body mass index (BMI) is 17 kg/m². Physical examination shows a tall, lean girl. Ultrasound shows no abnormalities. Which of the following treatments is recommended for this patient?
###Options:
A.  Decrease the duration of exercise and increase caloric intake
B.  Maintain the duration of exercise and decrease caloric intake
C.  Combined oral contraceptive pills
D.  Olanzapine
E.  biopentin

###Answer:",Realated To Gender
"Question: You are caring for a 27-year-old woman complaining of pelvic pain. She reports localized pain on the left side that has increased in severity over the last 2 days. She also reports amenorrhea and nausea. On examination, you note a tender adnexal mass on the left. What is the likely cause?
###Options:
A.  Pelvic inflammatory disease
B.  ectopic pregnancy
C.  ovarian cyst
D.  uterine leiomyoma
E.  appendicitis

###Answer:",Realated To Gender
"Question: A 43-year-old woman complains of low energy, cold intolerance, and constipation. She further adds that she has gained 10 lbs (4.5 kg) over a short period. The provider suspects that she has hypothyroidism. Further laboratory workup revealed a T4 of 0.3 ng/dL (normal range 0.4 to 1.7 nanograms per deciliter) and a TSH (thyroid-stimulating hormone) of 12 mU/L (normal range 0.4 to 4.0 milli-international units per liter). The patient is started on levothyroxine 100 mcg/day. Which of the following hormones is measured to adjust the dosage of levothyroxine?
###Options:
A.  Free T4 levels
B.  Free T3 Levels
C.  Thyroid-stimulating hormone (TSH)
D.  Total T3 levels
E.  albumin level

###Answer:",Realated To Gender
"Question: An 18-year-old woman consults you for a painful swelling of her left labium that has progressively worsened over the past 3 days. She has been treating the discomfort with over-the-counter analgesics and warm sitz baths. On examination, a 6-cm swollen, red, tender, tense cystic mass is present in the base of the left labium majus. What is the most appropriate next step in the care of this patient?
###Options:
A.  Excision of the mass
B.  Dry heat
C.  Oral antibiotics
D.  intramuscular or intravenous (IV) antibiotics
E.  Incision and drainage of the mass

###Answer:",Realated To Gender
"Question:  A 63-year-old man presents with excessive bruising on the trunk and both lower limbs. The full blood count is normal but the prothrombin time is prolonged. This man could be suffering with each of the following conditions, except?
###Options:
A.  Warfarin overdose
B.  Liver failure
C.  Malabsorption with steatorrhoea
D.  Factor VII deficiency
E.  Adrenal failure

###Answer:",Realated To Gender
"Question: The shape of the escutcheon may change with masculinization. The presence of a male escutcheon in a female is one of the clinical signs of hirsutism or increased testosterone. What is the usual shape of the escutcheon in the normal female?
###Options:
A.  (A)	diamond shaped
B.  (B)	triangular
C.  (C)	oval
D.  (D)	circular
E.  (E)	heart shaped

###Answer:",Realated To Gender
"Question: A 24-year-old woman presents withrepeated attacks of abdominal painwith abdominal distension. A bariummeal X-ray is carried out (Figure 6.10).Which of the following shouldmake you consider a diagnosis oftuberculosis?
###Options:
A.  A A resident of a developing country from a poor socioeconomic background.
B.  B Presence of active tuberculosis of the lungs.
C.  C Skip lesions of the intestine.
D.  D The barium meal x-ray shows a narrowing of the terminal ileum with a normally placed caecum.
E.  E The barium meal x-ray shows a narrowing of the terminal ileum with a pulled-up subhepatic caecum

###Answer:",Realated To Gender
"Question:  A 44-year-old man presents with involuntary movements of his face, shoulders, and arms. His father had a similar condition. There is also a history of mood changes for the past 6 months. On examination, he appears restless with intermittent slow movements of his hands and face. He has difficulty performing rapid finger movements, and tone is decreased in the upper and lower limbs. Which of the following is the most likely diagnosis?
###Options:
A.  parkison's disease
B.  Huntington's chorea
C.  amyotrophic lateral sclerosis
D.  spinal musclar atrophy
E.  Syndenham chorea

###Answer:",Realated To Gender
"Question: A 2-year-old previously healthy female is brought to the emergency department by the mother for the evaluation of a cough for the past two days. She states that the cough has acutely worsened in the last hour. She reports no complications with the pregnancy or delivery of her baby. The patient has been eating well and meeting all developmental milestones. Family history is notable for asthma in the mother when she was a child. The patient is up-to-date on vaccinations. Her vital signs show a temperature of 98.6°F (37°C), a heart rate of 100 beats per minute, a respiratory rate of 28 breaths per minute, and an SpO2 of 96% on room air. On examination, the patient is crying and coughing. The cough sounds like a barking cough. Stridor can be heard from across the room without a stethoscope. S1, S2 are present with no murmurs on heart auscultation. There is no appreciable wheezing in the lung fields. Which of the following is the best initial step in the management of this patient?
###Options:
A.  Acetaminophen
B.  Dexamethasone
C.  Intubation
D.  Azithromycin
E.  Naproxene

###Answer:",Realated To Gender
"Question: A 35-year-old woman presents to the clinic with a 1-year history of intermittent abdominal pain, diarrhea, and weight loss. She reports a history of consuming contaminated drinking water. On examination, she has a palpable mass in the right lower quadrant of her abdomen. Which of the following is the most likely diagnosis?
###Options:
A.  Colon cancer
B.  Crohn's disease
C.  Tuberculosis
D.  Amoebiasis
E.  Diverticulitis

###Answer:",Realated To Gender
"Question: A 25-year-old woman undergoes a cesarean section due to failure of fetal descent. During labor the previous morning, she had made no progress despite pushing for 3 hours and eventually delivered via cesarean section. Her immediate recovery was uncomplicated, and she was transferred to the postpartum floor. Overnight, the postpartum nurse called to report low urine output. An intravenous fluid bolus was ordered with only minimal response. The nurse called again, this time to report hematuria in the catheter bag. She flushed the catheter with saline, but the hematuria persisted. In the morning, on physical examination, the patient has suprapubic tenderness, and her abdomen is moderately distended. Hematuria is again noted. Which of the following techniques during the cesarean section might have decreased the risk of this complication?
###Options:
A.  A Pfannensteil skin incision
B.  Creation of a bladder flap
C.  Double-layer closure of the hysterotomy
D.  Closure of the subcutaneous space
E.  none

###Answer:",Realated To Gender
"Question: A 65-year-old woman presents via EMS with abdominal pain and weakness. The pain began 7 hours ago and is associated with nausea and vomiting. She underwent laparoscopic cholecystectomy without any complications for symptomatic gallstones a month ago. Her medical history includes hypertension and lactose intolerance. She is currently taking lisinopril and some herbal supplements. She does not use tobacco, alcohol, or any illicit drugs. She received 1 L of normal saline on the way to the hospital. Her vital signs are temperature 102 °F (39 °C ), heart rate 119 bpm, blood pressure 78/56 mm Hg, and respiratory rate 18 breaths/min. On physical examination, she has icteric sclera and dry mucous membranes. There is right upper quadrant tenderness without rebound tenderness. The heart and lungs are clear on auscultation. She is confused. Laboratory test results are WBC count 17,000/mm3, total bilirubin 7.2 mg/dL, ALT 131 U/L, and alkaline phosphatase 640 U/L. Abdominal ultrasound shows bile duct dilatation. The patient is started on intravenous antibiotics and fluids. What is the next step in management?
###Options:
A.  Biliary drainage
B.  Exploratory laparotomy
C.  Lactulose and protein restriction
D.  Lipase level
E.  None

###Answer:",Realated To Gender
"Question: A 52-year-old man has had several focal complex partial seizures over the last year. Which one of the following therapies would be the most appropriate initial therapy for this patient?
###Options:
A.  Ethosuximide
B.  Levetiracetam
C.  Diazepam
D.  Carbamazepine plus primidone
E.  Watchful waiting

###Answer:",Realated To Gender
"Question:  52-year-old man presents to the clinic for a follow-up of heart failure. His medications include lisinopril, carvedilol, spironolactone, and furosemide. He denies angina, but reports tenderness around his nipples. Physical examination demonstrates bilateral breast enlargement. Which of the following is the next best step in the management of this patient?
###Options:
A.  Discontinue spironolactone
B.  Increase carvedilol
C.  Replace spironolactone with eplerenone
D.  Replace spironolactone with eplerenone
E.  increase spironolactone

###Answer:",Realated To Gender
"Question: A 4-day-old boy presents with purulent discharge from both eyes. He was delivered at term via spontaneous vaginal delivery to a 25-year-old primigravida. He has been doing poorly and has become lethargic over the past 24 hours. His history is significant for a lack of prenatal care. Vital signs are blood pressure 70/40 mmHg, heart rate 145 bpm, respiratory rate 25  breaths/min, and temperature 36.5 C (97.7 F). Physical examination demonstrates congested conjunctivae and purulent discharge from both eyes. Blood cultures are drawn, and the ocular discharge is Gram-stained. The Gram stain reveals polymorphonuclear cells and intracellular Gram-negative diplococci. How did the infant likely contract the disease?
###Options:
A.  Hospital-acquired infection through aerosol droplets
B.  Passage through the vaginal canal
C.  Intravenous lines
D.  Hematogenous spread via the mother's blood
E.  none of the above

###Answer:",Realated To Gender
"Question: A 37-year-old woman complains of a painful lump in her breast. The lump is removed, and microscopic examination of the mass shows microscopic cysts, papillomatosis, fibrosis, and ductal hyperplasia. Which of the following is the most likely diagnosis?
###Options:
A.  (A)	benign intraductal papilloma
B.  (B)	endometriosis of the breast
C.  (C)	fibrocystic changes
D.  (D)	lobular carcinoma in situ
E.  (E)	infiltrating ductal carcinoma

###Answer:",Realated To Gender
"Question: A previously healthy 65-year-old woman comes to the physician because of several episodes of fainting during the past2 months. Each episode lasted several minutes. Her pulse is 82/min, respirations are 20/min, and blood pressure is135/87 mm Hg. Cardiac examination shows S3 and S4. Echocardiography shows a pedunculated intracardiac mass. Thelesion is resected. A photomicrograph of the resected lesion is shown. This lesion was most likely obtained from whichof the following locations?
###Options:
A.  Interventricular septum
B.  Left atrium
C.  Left ventricle
D.  Right atrium
E.  Right ventricle

###Answer:",Realated To Gender
"Question: A 77-year-old man who wears glasses is evaluated for symptoms of increasing visual glare when he is out at night, but he reports no problems with bright sunlight, reading, or watching television. He no longer drives because he lives in a downtown condominium and prefers to walk and use public transportation. His history is negative for diabetes, corticosteroids, and cigarette smoking. His corrected visual acuity is 20/25 in each eye. Direct ophthalmoscopy reveals bilateral red reflexes with central opacities, but the optic disks and retinal vessels are normal.   Which of the following is the most appropriate management for this patient's visual symptoms?
###Options:
A.  Cataract extraction
B.  Vitamin E supplementation
C.  ²-Carotene supplementation
D.  Monitoring of visual status
E.  Topical ophthalmic prostaglandin

###Answer:",Realated To Gender
"Question: A 68-year-old male comes to the clinic with complaints of episodes of severe breathlessness that wake him up at night. The patient also complains of tiredness and feeling short of breath after climbing a few steps. Physical examination shows increased jugular venous pressure (JVP), bilateral rales, and pedal edema. The provider prescribed a medication that is known to increase intracellular calcium levels and has a positive ionotropic effect on the heart. What is the mechanism of action of the drug prescribed by the provider?
###Options:
A.  Decreasing conduction at the sino-atrial node
B.  Blocking calcium channels
C.  Blocking beta receptors
D.  Inhibiting Na+/K+ ATPase (Sodium-Potassium ATPase) pump
E.  Blocking alpha receptors

###Answer:",Realated To Gender
"Question: A 70-year-old female is diagnosed with nonvalvular atrial fibrillation. Her past medical history is significant for chronic kidney disease, and her renal function is moderately diminished. All of the following anticoagulants would be expected to require a reduced dosage in this patient except:
###Options:
A.  Apixaban
B.  Dabigatran
C.  Rivaroxaban
D.  Warfarin
E.  Losartan

###Answer:",Realated To Gender
"Question: A 9-month-old male from Central America is brought to the emergency department with a 6-hour history of intermittent, inconsolable crying and hugging his knees to his abdomen. He has had two bloody stools and vomiting. The infant is irritable with a temperature of 38.5 C. The abdomen seems tender, and the child continues crying. What is the best initial diagnostic test?
###Options:
A.  Stool for giardia antigen, ova, and parasites
B.  Air contrast enema with a baseline scout decubitus view
C.  Abdominal ultrasound
D.  Plain radiograph of the abdomen
E.  CT scan

###Answer:",Realated To Gender
"Question: A 29-year-old woman presents in the second stage of labor. The fetal heart rate (FHR) is experiencing recurrent late decelerations with minimal variability. Intravenous hydration, oxygen administration, and changing maternal sides did not improve the tracing. What would be the next best step for the patient?
###Options:
A.  Immediate cesarean delivery
B.  Pelvic examination to assess the station of the fetal head
C.  Immediate forceps delivery
D.  Continue pushing
E.  Abdominal USS

###Answer:",Realated To Gender
"Question: A 60-year-old man with a history of hypertension and diabetes presents with a 2-day history of sudden onset of severe chest pain. Electrocardiogram shows ST-segment elevation in the anterior leads. What is the most likely diagnosis? 
###Options:
A.  Acute myocardial infarction
B.  Pulmonary embolism
C.  Aortic dissection
D.  Pericarditis
E.  Myocarditis

###Answer:",Realated To Gender
"Question: A healthy 26-year-old man with red-green color blindness marries a woman whose father also has red-green color blindness. A pedigree is shown. Which of the following best predicts the risk that a son of this couple will be affected?
###Options:
A.  0%
B.  23%
C.  50%
D.  75%
E.  100%

###Answer:",Realated To Gender
"Question: A 40-year-old woman presents with a sore throat, difficulty swallowing, and intermittent fevers for about a week. A history of present illness reveals that she had an upper respiratory infection just a few weeks ago. She has no significant past medical history. A physical examination reveals an enlarged and tender thyroid. Her oropharynx is clear, and she has no cervical lymphadenopathy. Laboratory test results show a WBC count of 13,000/¼L with a normal differential, thyroid-stimulating hormone (TSH) 1.2 ¼IU/mL, and erythrocyte sedimentation rate (ESR) 45 mm/hr. T3 and T4 levels are elevated. Levels of antithyroid peroxidase and antithyroglobulin antibodies are normal. Which of the following is the next step in management?
###Options:
A.  Methimazole
B.  Naproxen
C.  Propylthiouracil
D.  Aspirin
E.  carbimazole

###Answer:",Realated To Gender
"Question: A 30-year-old woman presents with a 1-year history of infertility. She has regular menstrual cycles and no history of pelvic inflammatory disease. On examination, she is found to have a firm, nontender mass in the right adnexa. What is the most likely diagnosis?
###Options:
A.  Ectopic pregnancy
B.  Ovarian cyst
C.  Endometriosis
D.  Pelvic inflammatory disease
E.  Uterine fibroids

###Answer:",Realated To Gender
"Question: A 65-year-old woman presents with a mass in her right breast. Her physical examination reveals a hard, immobile 5 x 2 cm mass in the left upper quadrant of the breast. On ultrasound, the mass is hypoechoic with irregular borders and septations. An excisional biopsy is performed and the sample is ER+. The patient undergoes bilateral radical mastectomies. Which of the following is the most appropriate adjuvant therapy?
###Options:
A.  Finasteride
B.  Fadrozole
C.  Clomiphene citrate
D.  Letrozole
E.  progesterone

###Answer:",Realated To Gender
"Question: A 28-year-old woman at 32 weeks' gestation is admitted to the hospital with hypertension and features of preeclampsia. During the physical examination, the doctor noted generalized edema and proteinuria. The doctor decides to start medication for her condition. Which of the following medications is most likely the first-line treatment for her condition?
###Options:
A.  Low dose aspirin
B.  Magnesium sulfate
C.  Indomethacin
D.  Terbutaline
E.  Ibuprofen

###Answer:",Realated To Gender
"Question: During a routine pre-participation physical examination of a 16-year-old female athlete, a late apical systolic murmur was detected. This murmur is characterized by a clicking sound and was not associated with any other abnormal cardiac findings upon physical examination. The patient mentioned a family history of heart murmurs in her mother, although the specifics regarding the type or significance were not disclosed. Given this clinical presentation, the most likely diagnosis is mitral valve prolapse?
###Options:
A.  ASD
B.  Aortic stenosis
C.  Tricuspid regurgitation
D.  Mitral valve prolapse
E.  VSD

###Answer:",Realated To Gender
"Question: A 43-year-old woman is evaluated during an initial visit. She has brought with her a written list of health problems, including headaches, muscle pain and weakness, abdominal pain, diarrhea, sinusitis, and frequent urinary tract infection. She also reports problems with sexual intimacy. For the past 4 years, her health problems have interfered with her ability to work. Previous treatments for headache have included venlafaxine, verapamil, propranolol, and gabapentin. For each of these, she reports no relief or an intolerance to the medication. Previous evaluation by a neurologist, gastroenterologist, and rheumatologist yielded no diagnosis of her medical problems. Previous laboratory studies, including complete blood count; erythrocyte sedimentation rate; serum B-12/folate, electrolyte, creatinine, blood urea nitrogen, and thyroid-stimulating hormone levels; liver chemistry tests; serum lipid panel; serum rheumatoid factor and antinuclear antibody assays; heterophile antibody testing; and urinalysis, were normal. Results of MRI of the head, colonoscopy, and CT of the abdomen were negative. She has not had any tick exposures or bites nor any memory of experiencing an expanding red rash. The patient describes health problems in response to each portion of the general review of systems. When she is asked if she feels depressed, she becomes visibly angry. The physical examination, including vital signs, is normal. Which of the following is the most appropriate management option for this patient?
###Options:
A.  Repeated MRI of the head
B.  Cognitive behavioral therapy
C.  Enzyme-linked immunosorbent assay for Borrelia burgdorferi
D.  Lumbar puncture and cerebral fluid analysis
E.  Switch from nortriptyline to venlafaxine

###Answer:",Realated To Gender
"Question: Estrogen is required for normal reproductive function in the male. Where is the principal site of estrogen synthesis in the male?
###Options:
A.  Leydig cells
B.  Osteoblasts
C.  Liver cells
D.  Prostate cells
E.  None of the above

###Answer:",Realated To Gender
"Question: A 4-day-old neonate presents with recurrent seizures and eyes that are fixed downward. The neonate was delivered via cesarean section to a 21-year-old woman who had no prenatal care. On physical examination, the newborn has a bulging fontanelle. Imaging is consistent with hydrocephalus, and a ventriculoperitoneal shunt is placed to relieve the excess cerebrospinal fluid. Which of the following represents the normal path of cerebrospinal fluid within the brain?


###Options:
A.  Third ventricle, fourth ventricle, cerebral aqueduct of Sylvius, lateral ventricles
B.  Lateral ventricles, third ventricle, cerebral aqueduct of Sylvius, fourth ventricle
C.  Cerebral aqueduct of Sylvius, third ventricle, lateral ventricle, fourth ventricle
D.  Lateral ventricles, fourth ventricle, the cerebral aqueduct of Sylvius, third ventricle
E.  fourth ventricle, the cerebral aqueduct of Sylvius, third ventricle

###Answer:",Realated To Gender
